OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT
2118,MDR,Medium-Density Residential,,, , , ,5.23460506,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{E8836378-A26A-4D63-84AC-C294145F0166},83.8
2119,LDC,Low-Density Commercial,,, , , ,13.6368243,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{BB70391F-A72C-46A7-816A-69030C09974E},0
2120,MDR,Medium-Density Residential,,, , , ,1.7272762,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{8345C13C-731B-4C75-8F27-9CD5A3838E04},27.7
2121,SFR,Single-Family Residential,,, , , ,23.22382096,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{D209A996-9110-4B8C-A877-B6CC16300BA0},46.4
2123,LDR,Low-Density Residential,,, , , ,3.78864088,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{334DB89A-3D05-4657-849B-A030C27C2BA0},30.3
2124,LDR,Low-Density Residential,,,0-8, , ,20.57953858,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{94CD49B5-8ADD-442D-A62E-1BC918228E22},164.8
2125,LDR,Low-Density Residential,,, , , ,5.99053054,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{4EBCF128-E881-4A62-8DE2-95B7A865D80F},47.9
2126,LDC,Low-Density Commercial,,, , , ,1.22448604,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{B49CAAB8-57F7-447E-8CC8-465868A47F1D},0
2127,LDC,Low-Density Commercial,,, , , ,6.40837015,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{39105EBC-6B7A-4884-A914-CAEC48EF7AEB},0
2129,I,Industrial,,, , , ,19.71056659,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{7B99FC4E-1D4A-459A-BA79-23B774D11AB8},0
2130,SFR,Single-Family Residential,,, , , ,14.33742135,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{37870211-96F8-400D-8363-D64734AC847D},28.7
2131,LDR,Low-Density Residential,,, , , ,127.76333581,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{1AEFB00F-2042-4770-A47E-B7B9C4AC55E7},1027
2132,OS,Open Space,,, , , ,9.62113929,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{86B4C5D8-4270-407B-B929-69C6827E37EC},0
2133,O-I,Office/Institutional,,, , , ,514.97670443,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{7ECCE523-B4AD-445B-AC4D-256B3C91B343},0
2134,OS,Open Space,,, , , ,240.62289676,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{685F8F43-F043-4B17-947D-A3AEDD0B8247},0
2135,LDC,Low-Density Commercial,,, , , ,9.0977249,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{77A73D80-D293-4C19-9D6E-3F2EF0CC52FA},0
2136,OS,Open Space,,, , , ,331.96183059,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{68EB6736-DC12-4A07-A4E9-6572E7BCAA53},0
2137,LDC,Low-Density Commercial,,, , , ,10.45032623,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{F40D03B0-FA10-4835-B3FA-DDCE1A212396},0
2138,MDR,Medium-Density Residential,,,0-16, , ,51.74277734,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{81394C0E-00E1-4F24-BB03-55F7C842F605},827.8
2139,O-I,Office/Institutional,,, , , ,17.01029768,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{40B80236-622B-490E-B457-1355FC1A7D24},0
2140,LDR,Low-Density Residential,,,9-16, , ,106.69785337,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{43B9084B-29B7-4339-BB99-A2797B95467A},1707.2
2141,LDC,Low-Density Commercial,,, , , ,8.87149074,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{52792C73-5183-4FA9-BDED-638578D83978},0
2142,LDR,Low-Density Residential,,,9-16, , ,15.109363,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{FFAA7C79-2EAC-4EB6-AF63-86B9840653CC},242.2
2143,HDR,High-Density Residential,,,, ,MDR,79.84881254,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{F3E1EAC1-EA0C-4456-BE4D-2A3D1289CF0D},1587.2
2144,SFR,Single-Family Residential,,, , , ,160.99352334,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{02A6C5A7-29F4-4D0E-A714-ED954828208A},341.9
2145,SFR,Single-Family Residential,,, , , ,37.13543955,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{774EA6E0-F8A8-4A1A-B8D7-A008761BE003},75.9
2146,LDC,Low-Density Commercial,,, , , ,0.77858648,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{FAE27F7E-8AA1-4058-BC46-C81C04E31933},0
2147,OS,Open Space,,, , , ,5.24106418,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{AE57106E-32FF-4693-B3C2-F7237614C87C},0
2148,OS,Open Space,,, , , ,1.32997892,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{23D72EC2-B8BE-4D79-A9D5-792A3111F79D},0
2149,LDC,Low-Density Commercial,,, , , ,0.56523506,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{8AC13407-2086-479D-BFE2-E329AF9F076C},0
2150,LDC,Low-Density Commercial,,, , , ,1.09442151,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{88BB73E8-EBDB-4941-8221-9276065806DE},0
2151,MDR,Medium-Density Residential,,,0-16, , ,216.47164188,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{2367B0BC-27BF-4777-AA47-F152312DADBF},3518.2
2152,LDC,Low-Density Commercial,,, , , ,18.25890457,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{0174E656-6D4E-4234-8146-D454A1650E8B},0
2153,I,Industrial,,, , , ,16.39319357,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{669EAAFD-5D3C-4101-94F5-317893598FBA},0
2154,LDC,Low-Density Commercial,,, , , ,5.83679671,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{771E5C05-71F7-40FD-A804-7AD2D0E99BB8},0
2155,MDR,Medium-Density Residential,,,0-16, , ,63.28926513,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{CE884221-312B-4EF4-9B75-9C74D5E4B4DA},1000.2
2156,MU,Mixed-Use,,, , , ,275.47137622,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{7AB8E3F4-8728-4FF2-B20F-68D8E7B6C6F9},0
2157,MDR,Medium-Density Residential,,, , , ,102.8068987,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{18286C97-C8BF-43E0-9C86-F5228A46ADFD},1645
2158,LDC,Low-Density Commercial,,, , ,LDC,11.12878984,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{FCD84EF2-CE9A-479E-B07A-38D4B06D830C},0
2159,LDC,Low-Density Commercial,,, , ,LDC,44.28287012,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{251A1C67-C0A8-4601-85EA-8F115CB4FBDD},0
2160,OS,Open Space,,, , ,LDR,4.69282243,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{5200C60E-1DDD-4F96-BE7D-A5B4B2882EDF},30.6
2161,HDMU,High-Density Mixed-Use,,, , ,LDC,8.10396252,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{17A4E48F-DC34-431F-BF28-06B557CB8625},0
2162,MDR,Medium-Density Residential,,, , ,MDR,5.71752571,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{7500226D-4FCF-471A-963E-F27179E6E354},94.4
2164,LDC,Low-Density Commercial,,, , ,LDC,1.58333688,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{C3AA1765-6B33-4FEC-9218-9382BD60E482},0
2165,MDMU,Medium-Density Mixed-Use,,, , ,LDC,6.39727613,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{41209D9E-7EC0-414B-ACDF-A550A503A799},0
2166,MU,Mixed-Use,,, , , ,3.83763701,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{5BB98469-9191-4FD6-BC94-0458C404461D},0
2167,MU,Mixed-Use,,, , , ,6.94161679,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{8F09D9E8-6605-4E3F-9C7D-749356A50A55},0
2168,MDR,Medium-Density Residential,,,17-29, , ,6.23394406,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{6070D0BA-E750-403F-8423-20AF722C326C},26.1
2169,MDR,Medium-Density Residential,,,17-29, , ,1.27915251,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{857F79E5-1C63-4682-9461-03368D6973F9},37.1
2170,HDMU,High-Density Mixed-Use,,,17-29, ,MDR,12.03062738,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{B819F249-F7D9-4EC0-AE1D-F1285C12AF87},193.4
2171,MU,Mixed-Use,,, , , ,1.64760039,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{D2D99D32-9FE8-4171-A458-A681A30A6B74},0
2172,OIR,Office/Institutional/Residential,,, , , ,15.70333679,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{241F9EF1-4F9B-434F-AA7F-A8ED37519C15},0
2173,LDC,Low-Density Commercial,,, , , ,0.41937883,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{E61A967D-B0F7-429B-A5D7-9E4C5FC3987D},0
2174,I,Industrial,,, , , ,2.97407091,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{54085598-7CF0-49AB-9734-AD1950EAF301},0
2175,MU,Mixed-Use,,, , , ,14.25085238,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{63E22F60-FD79-4EAB-8DC8-2CB0D9227DFC},0
2176,I,Industrial,,, , , ,1.92516047,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{1CFC9DE1-9F17-4B90-9890-4A878B78EF3E},0
2177,MDR,Medium-Density Residential,,,17-29, , ,1.79298266,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:14.000Z,{CE1B08D7-5BEF-4B74-AF05-AB9C736129F0},51.9
2178,HDC,High-Density Commercial,,, , , ,3.00551803,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{63BD57A7-7807-4936-AE56-A7687FE19E12},0
2179,I,Industrial,,,17-29, ,MDR,2.28024123,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{3CAD7382-C14C-474B-8D53-8E7032FB4564},34.5
2180,MDMU,Medium-Density Mixed-Use,,,, , ,30.63871861,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{97CF4CC9-F411-4EA4-8CD2-248966F51497},3739
2181,LDC,Low-Density Commercial,,, , ,LDC,61.90955105,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{97A6B22A-B9CF-4749-B621-66C5401C0B34},0
2182,OS,Open Space,,, , , ,12.59414879,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{4B2D71FE-4106-452B-8158-335EE79CBBC0},0
2183,MU,Mixed-Use,,, , , ,16.5440128,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{11B3A5A7-7161-42EE-81AA-EEF02576AF39},0
2184,OS,Open Space,,, , , ,4.84896569,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{A9D148B5-B76F-453E-BD3D-9510AC482542},0
2185,OS,Open Space,,, , , ,6.34051845,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{779A03AA-FC3B-4CEF-AA9D-FE61D14B4DBF},0
2186,I,Industrial,,, , , ,34.14479614,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{CCAF8B65-A2F5-435D-878B-CC8CD7DED222},0
2187,LDR,Low-Density Residential,,, , , ,0.43938116,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{CC3C715C-2C73-4B1D-8751-C0B326C4E347},3.5
2188,LDC,Low-Density Commercial,,, , , ,0.54511722,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{3446DF20-0B83-48DB-A5AF-076E96A66838},0
2189,LDC,Low-Density Commercial,,, , , ,0.31519134,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{60057621-6482-4793-AFD9-BE70EE996E72},0
2190,I,Industrial,,, , ,MDR,3.15685923,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{48A66835-7E88-4475-8CAB-0A7D273AFEC7},403.7
2191,I,Industrial,,, , , ,11.00450753,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E7E7A253-86A8-4AAE-A8FD-7C165C1391D0},0
2192,SFR,Single-Family Residential,,, , , ,148.77528537,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{CBCE9F27-C1E6-4474-B379-07DA75691C26},297.5
2193,MDMU,Medium-Density Mixed-Use,,, , ,LDC,10.10653531,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{D390F886-6FAB-4DB9-87BF-4D6533B0B1BF},0
2194,LDC,Low-Density Commercial,,, , , ,2.62550049,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B5DBC2F6-2784-4EAB-93DE-B8B6306A148C},0
2195,LDC,Low-Density Commercial,,, , , ,5.63438782,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{00385DF3-C68A-41A3-8E69-C75A1C008D14},0
2196,MDMU,Medium-Density Mixed-Use,,, , ,LDC,1.42197847,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{73573032-D8A3-4734-96AD-C52E55B41E66},0
2197,LDC,Low-Density Commercial,,, , ,LDR,0.61873537,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{0CFF1672-A25D-4507-84CF-4277F58428FE},8930.5
2198,LDR,Low-Density Residential,,, , ,SFR,1.26074877,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{5C6364AD-8B3B-4B10-AE91-2CB97B306760},8930.5
2199,LDC,Low-Density Commercial,2018-02-27T14:47:09.000Z,GIS,, ,HDR,1.35084615,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{15CE1D25-8A1F-42D3-B32D-1AB94F9056E4},
2200,HDR,High-Density Residential,,, , ,I,3.77183502,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{C5103CE3-6438-4AEE-8994-57BEEDCCCCCF},0
2201,VHDR,Very High-Density Residential,,, , ,LCD,3.84731793,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B80E7DAF-432A-4FB3-BECB-098FA7807585},0
2202,TCU,Transportation/Communications/Utilities,,,, ,MDR,11.17403935,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{D8956CAD-5747-4138-B7B9-EB15443A2FDF},801.3
2203,LDC,Low-Density Commercial,,, , , ,8.00471902,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{CEB2974B-175D-4A68-B0A5-C5A261E0DCD6},0
2204,MU,Mixed-Use,,, , ,O-I,99.78705423,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{C1480C47-FB05-4886-96A2-43829DD0BCA9},0
2206,LDC,Low-Density Commercial,,, , , ,40.92225779,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{FA306D4E-9EAE-4E27-B92A-E85117713E46},0
2207,LDC,Low-Density Commercial,,, , , ,16.80146573,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B17D642B-548A-44EE-AB29-ADB81F85F426},0
2208,MDR,Medium-Density Residential,,,0-8, , ,16.25712916,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8351E130-89EB-499E-A038-E7BA3004D3A1},130.2
2015,SFR,Single-Family Residential,,, , , ,77.83956448,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{0A5C618B-ADE4-491E-A4BF-46D7C4051355},155.7
2016,MDR,Medium-Density Residential,,, , , ,21.92496817,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{34C7AD3D-116C-484F-9178-C8BBED4E3C51},351.4
2017,OS,Open Space,,, , ,OS,138.31714248,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{25C3FFD1-AC36-470D-B2CC-73733D57581E},0
2018,LDMU,Low-Density Mixed-Use,,, , ,LDC,5.00753478,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{9979CF80-EEFB-493B-9726-89A48CAC9004},0
2019,LDC,Low-Density Commercial,,, , ,LDC,5.40651278,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{4B9A35D2-92F2-4BF7-A589-F6AB0352AFB8},0
2020,O-I,Office/Institutional,,, , ,O-I,117.59752676,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{95186BD8-9335-49A9-862A-C3B4DCB5FE83},0
2021,LDC,Low-Density Commercial,,, , ,LDC,1.91620522,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F3119B30-B33D-4DEA-97B7-CBFDCDF7BC96},0
2022,LDC,Low-Density Commercial,,, , ,LDC,12.50683534,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{2409D20F-C51B-4E48-B7AD-14CAD0CA24AD},0
2023,LDC,Low-Density Commercial,,, , ,LDC,4.45936576,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{64939B01-0382-44A1-A75A-74CE44173990},0
2024,LDC,Low-Density Commercial,,, , ,LDC,3.08717839,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{80FA7C88-02DF-4070-BAB3-D7B23D4038F1},0
2025,SFR,Single-Family Residential,,, , , ,1.50987319,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{860DD74A-246D-4E92-8687-51ADC0D49A1E},143.9
2026,OS,Open Space,,, , ,OS,48.75197237,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{AD59D13B-486E-4C6C-80AF-46104BB7074A},0
2027,MU,Mixed-Use,,,,,,6.13070393,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{671F4E0C-2856-4153-ACB3-4A89B06C581A},
2028,MDR,Medium-Density Residential,,, , ,LDC,11.90422859,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{A18DAB47-BD47-4A0B-8FB9-EE23E08C34AB},0
2029,LDC,Low-Density Commercial,,, , ,LDC,1.99054564,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{812025F7-ADB4-4F45-B7F4-1C6F47A59B3D},0
2030,O-I,Office/Institutional,,, , , ,7.24522232,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{7979E505-004B-4CB9-B702-77D1CDE9D264},0
2031,MU,Mixed-Use,,, , , ,10.65025399,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{A7FCB00D-9FF8-4F92-A7D4-DA81547275FD},0
2032,LDC,Low-Density Commercial,,, , , ,10.30938698,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{897EFD18-1EA5-46D9-B208-023A3C83EF8A},0
2033,CF,Community Facilities,,, , , ,6.93267378,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{74CCE1FC-B208-4F08-B660-D8A373612D46},0
2034,LDC,Low-Density Commercial,,, , , ,0.20854043,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{15839E6F-1AC7-4B4D-8519-55269D46E910},0
2035,LDC,Low-Density Commercial,,, , , ,1.78937318,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{93ACCC8A-0F3F-4C8E-A74B-D8ADB8E55073},0
2036,LDC,Low-Density Commercial,,, , , ,1.59732436,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E6D4349E-DC6B-4116-B3A7-076DEC1E4E1B},0
2037,HDR,High-Density Residential,,,, ,LDR,42.78737981,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{BF3DE614-F454-4F27-A3EE-9957CDBC26D8},717.9
2038,LDC,Low-Density Commercial,,, , , ,2.25953725,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{A06A5990-F5C6-4651-B44F-DF21F57C0171},0
2039,OS,Open Space,,, , , ,194.81786635,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B656C832-7287-4EB3-A5CC-F5412261183D},0
2040,I,Industrial,,, , , ,30.94083697,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{469358A2-9A71-46E1-B582-A8948AFF3BD8},0
2041,MDMU,Medium-Density Mixed-Use,,, , , ,9.87030004,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{D4A0D5F4-1E98-44DE-AB8B-CF87B37D6731},0
2042,I,Industrial,,, , , ,7.2644491,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{BB78F460-E073-4AA8-98DB-07EE87C5871D},0
2044,LDR,Low-Density Residential,,, , , ,6.05788734,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F5DC5C2C-58AD-48ED-BDCA-9F612FBD32C9},50.4
2045,HDR,High-Density Residential,,, , , ,6.03233092,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{BADFE516-E771-40D6-9973-2BB3DDFC4FB5},174.6
2046,VHDR,Very High-Density Residential,,, , , ,4.58922065,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E4A77EDA-0E0D-42AA-A3EB-D26824AE45AB},293.8
2047,MDR,Medium-Density Residential,,,0-16, , ,1.32877413,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{C4DF6C72-10D2-4BF1-A85C-3A88C4F45226},21.3
2048,LDC,Low-Density Commercial,,, , , ,7.08869508,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{A0A3E92D-9D94-41EF-838B-A588BC71ADDB},0
2049,LDC,Low-Density Commercial,,, , , ,0.21769686,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{2E65747A-F239-4F17-AEFC-F1B868A1EB8A},0
2050,MU,Mixed-Use,,, , , ,5.15946457,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{D8EEE10B-9012-4962-BB62-59EC46333519},0
2051,MDR,Medium-Density Residential,,, , , ,3.27516195,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{B6AD2780-2A4F-4EF3-A476-8AF639C193FB},52.5
2052,O-I,Office/Institutional,,, , , ,22.05614862,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{44621C50-4E1E-4861-A3CB-8E8739F62801},0
2053,CF,Community Facilities,,, , ,O-I,4.96293457,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{3818A8F2-6423-43AE-8821-499E426C26DA},0
2054,CF,Community Facilities,,, , , ,4.44383905,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F85833D5-2F65-4787-B54F-47584F5D26CC},0
2055,MDR,Medium-Density Residential,,,0-16, , ,1.81322671,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{3C78AF4C-912A-406A-8AC9-57C85104A802},29
2056,HDC,High-Density Commercial,,, , , ,0.12754438,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E60F6CDB-C786-40EC-8AA0-E2BAD8001AC8},0
2057,MDR,Medium-Density Residential,,, , , ,1.2712225,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{F9CB22CE-8AAF-4CE2-943B-DE57A159D022},20.3
2058,LDMU,Low-Density Mixed-Use,,, , , ,3.797284,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{FED8EED3-7127-4CA4-99A9-AF41A9C01179},0
2059,LDMU,Low-Density Mixed-Use,,, , , ,1.40391056,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{E0BCFE43-0E2F-4527-AEA9-39B38A6979AE},0
2060,LDC,Low-Density Commercial,,, , , ,40.35078327,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{8B7ED423-3D53-4516-A41B-20CFB4135FB4},0
2061,SFR,Single-Family Residential,,,,,,36.45652758,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{CAE7A105-5843-4386-AAE8-D82C8EDAAE5B},
2062,MU,Mixed-Use,,, , ,LDC,1.61486479,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{1E7E7171-668F-493B-B71C-6C98AC9BB420},0
2063,HDC,High-Density Commercial,,, , , ,1.53889582,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:15.000Z,{7B63CA31-2B2E-4D90-8ED4-197EBF261774},0
